"date","time","tweet","year_month","year"
2023-06-15,"18:35:12","mas facil now saque tarjetas credito","2023_06","2023"
2023-06-16,"19:41:04","perfecto ire punto gracias bebe lol","2023_06","2023"
2023-06-16,"18:03:36","probado bancos tradicionales diferentes momento mejor manejando msi permite ver exactamente cuanto debes total da lista pagos futuros tendras hacer mes mes da cashback efectivo","2023_06","2023"
2023-06-17,"18:00:08","oye excelente tiempo respuesta amable personal centro atencion ","2023_06","2023"
2023-06-18,"17:29:39","listo gracias","2023_06","2023"
2023-06-19,"19:52:35","gracias","2023_06","2023"
2023-06-19,"14:43:55","gracias","2023_06","2023"
2023-06-19,"15:36:18","servie","2023_06","2023"
2023-06-19,"13:32:11","sencillo hacer tipo movimientos celular ademas super tasa rendimiento","2023_06","2023"
2023-06-20,"18:20:40","gracias","2023_06","2023"
2023-06-20,"22:22:06","hola mande dm gracias ","2023_06","2023"
2023-06-20,"21:26:18","gracias entrare levantar repoe","2023_06","2023"
2023-06-20,"06:47:43","mas coqueta beneficios reales ","2023_06","2023"
2023-06-20,"06:10:33","listos palnoe","2023_06","2023"
2023-06-21,"21:22:49","gracias arreglado","2023_06","2023"
2023-06-21,"16:20:21","gracias ","2023_06","2023"
2023-06-21,"22:03:28","gracias resuelto gracias sopoe excelente servicio ","2023_06","2023"
2023-06-21,"03:47:49","gracias felicitacion ","2023_06","2023"
2023-06-21,"16:32:41","nunca habia tipo situacion metodos pago increible operacion sencilla pagar tarjeta pagina web conviee toda mala experiencia usuario servicio","2023_06","2023"
2023-06-22,"16:25:12","vaaaaa gracias dato","2023_06","2023"
2023-06-22,"15:16:55","buen dia saque carro usado merkauto autorizaron credito lunes junio fecha llaman firmar contrato factura puedo saber listo tardando proceso gracias","2023_06","2023"
2023-06-22,"20:38:17","esten bien atentos llega gracias compao correo vean quieren llegar ponganse listos","2023_06","2023"
2023-06-23,"17:14:56","amo bien cabron jaja","2023_06","2023"
2023-06-24,"02:10:01","fiiiin modificaron app detecta huella bonita seccion metricas gastos ah pague temas luz","2023_06","2023"
2023-06-27,"07:20:57","verdad","2023_06","2023"
2023-06-28,"17:42:50","gracias","2023_06","2023"
2023-06-28,"04:45:09","gracias hice quedo ","2023_06","2023"
2023-06-28,"22:48:04","resolvio volviendo instalar app","2023_06","2023"
2023-06-28,"17:28:12","gracias envio","2023_06","2023"
2023-06-29,"17:45:59","buen dia real","2023_06","2023"
2023-06-29,"03:03:50","ps aplicacion mejor visto hsbc banamex nel probado","2023_06","2023"
2023-06-30,"17:26:15","gracias ","2023_06","2023"
2023-06-30,"19:02:11","abri cuenta amo puedes recomiendo inversion ahi ahorros pro mejores rendimientos ","2023_06","2023"
2023-07-01,"04:07:54","respuesta favorable gracias","2023_07","2023"
2023-07-02,"15:01:49","amamos ","2023_07","2023"
2023-07-03,"20:36:54","mas techreo came super bien ademas estan dando regalos inveir ellosseguro facil","2023_07","2023"
2023-07-04,"19:32:32","da gusto pae gran familia finsus saludos ","2023_07","2023"
2023-07-04,"16:46:43","hola gracias pae gran familia finsus ","2023_07","2023"
2023-07-04,"16:23:59","dias disponible","2023_07","2023"
2023-07-04,"15:27:39","finsus siempre gustado aprovechando dejo enlace referido utiliza codigo castillo","2023_07","2023"
2023-07-04,"14:11:14","pedida vale pena precio jajaja","2023_07","2023"
2023-07-04,"09:42:38","duda","2023_07","2023"
2023-07-05,"04:08:16","intenta buenazo","2023_07","2023"
2023-07-06,"05:06:15","ay suena super bien justo anda gustando ahorita nu pae hacer crecer dinero jajk inversion quiero entrarle mas tema mas fan neobanks definitivamente fin mande alv banamex abrire ","2023_07","2023"
2023-07-06,"02:59:57","facil entro pagos elijo tarjeta elijo plazo meses aceptar token error pagado problemas puedo hacer operaciones token problemas","2023_07","2023"
2023-07-06,"02:24:11"," nuevo diseo tdc mamalon chavos pronto regrese usa voy solicitar nuevo diseo carisimo envio cieo obama cieo programa recompensas bastante aceptable eh ","2023_07","2023"
2023-07-06,"02:11:00"," tarjetas credito tdc anualidad diseos chingones aunque usar tdc debes aprender usarla papucho personalmente uso va bien aceptan incluso gabacho checa","2023_07","2023"
2023-07-07,"16:18:25","gracias justo llame dos dias aclaracion espero tardado salga bien","2023_07","2023"
2023-07-07,"01:24:12","gracias acabo mandar correo","2023_07","2023"
2023-07-08,"05:58:28","varias meses usuario heypro fin dieron menos puntos mas taza preferencial inversion","2023_07","2023"
2023-07-09,"20:12:00","perfecto estare atenta gracias","2023_07","2023"
2023-07-10,"17:49:42","rifadisimo personal gusto","2023_07","2023"
2023-07-11,"23:55:24","sirvio gracias ","2023_07","2023"
2023-07-11,"20:50:22","facil usar confiables cuales","2023_07","2023"
2023-07-11,"03:16:37","llego ajolotarjeta encanto aca dejo unboxing vean mas detalles nuevo diseo","2023_07","2023"
2023-07-11,"01:51:29","voy pedir mia preciosa tarjeta ","2023_07","2023"
2023-07-13,"18:28:34","invitamos pae klar comiences disfrutar beneficios ","2023_07","2023"
2023-07-13,"05:36:30","gracias mande correo","2023_07","2023"
2023-07-14,"22:08:32","gracias repoe exacto pague cc","2023_07","2023"
2023-07-14,"20:26:17","realmente dan servicio cliente medio","2023_07","2023"
2023-07-14,"18:55:12","i highly recommend you tolegithhacks on instagram helped out when i had same issues","2023_07","2023"
2023-07-15,"17:01:34","bueno gracias atentos tambien chequen nivel empatia clientes todas formas ","2023_07","2023"
2023-07-15,"04:58:58","dato interesante dado conoces ","2023_07","2023"
2023-07-15,"02:54:54","huy tambien stori mercado credito dias estan mandando sms notificaciones via app whats","2023_07","2023"
2023-07-16,"15:27:21","gracias conteste","2023_07","2023"
2023-07-17,"23:51:26","bien solicite otorgaron elegi diseo ajolotito ","2023_07","2023"
2023-07-18,"18:15:18","gracias","2023_07","2023"
2023-07-18,"17:01:27","this web developers mev strategy is the real deal earning him over eth per week and taking his crypto earnings to new heights","2023_07","2023"
2023-07-18,"14:13:39","buenos dias gracias atencion llame servicio cliente bien aparece asi gracias ","2023_07","2023"
2023-07-18,"05:07:34","buena noche mayo pedi ceificado regalo amazon heycoins viendo pedido aparece procesando algun estimado procesan pedidos gracias","2023_07","2023"
2023-07-19,"23:03:01","jajajaja toman enserio perooo nunca dejare usar cheems videos jajaja hoy video cana","2023_07","2023"
2023-07-19,"19:30:02","pueden atender aqui creo problema","2023_07","2023"
2023-07-19,"16:56:45","esperemos responda sinceramente problemas buen gracias","2023_07","2023"
2023-07-19,"03:18:39","mejor mucha diferencia nk","2023_07","2023"
2023-07-21,"18:19:03","distintas cuentas siempre apoyado llega pasar bbva mejores experiencias","2023_07","2023"
2023-07-21,"18:17:46","recomiendo","2023_07","2023"
2023-07-21,"04:46:51","gracias explicaron amables","2023_07","2023"
2023-07-22,"23:11:44","buena experiencia cashback compras fisicas compras online app facil usar permite inveir anual renovando dias actualmente utilizo cubrir gasto mensual contento","2023_07","2023"
2023-07-22,"11:32:23","menos mes logre desbloquear grandes beneficios gracias brindar herramienta promover","2023_07","2023"
2023-07-23,"22:10:43","enserio wow muchas gracia spor respuesta minutos mas termino abrir cuenta","2023_07","2023"
2023-07-23,"22:09:50","ilimitadas puedes hacer todas quieras plazos gustes mejores rendimientos ofrecemos mejor plataforma digital permite libead financiera","2023_07","2023"
2023-07-23,"17:54:30","gracias conteste","2023_07","2023"
2023-07-24,"23:22:43","thanks for the rec i loved the idea of having digital bank thats pa of the multired consoium of atms but i guess it was not to be ","2023_07","2023"
2023-07-24,"19:58:54","gracias","2023_07","2023"
2023-07-27,"00:01:54","puedes empezar tarjetas credito garantizadas personas historial stori seria mejorcito recibir nomina tambien ayuda bancos tradicionales c","2023_07","2023"
2023-07-28,"22:43:10","hoygan tdc coo fecha limite pago proximo jueves supone pague fecha problema correcto","2023_07","2023"
2023-07-28,"21:02:59","yap","2023_07","2023"
2023-07-28,"20:31:24","dame telefono servicio cliente","2023_07","2023"
2023-07-29,"18:04:22","tomalo lado amable proximo recibo gratis heheheheh","2023_07","2023"
2023-07-29,"05:56:41","jajaja verdad","2023_07","2023"
2023-07-30,"18:08:07","gracias","2023_07","2023"
2023-08-01,"20:01:28","gracias seguimiento quedo resuelto problema","2023_08","2023"
2023-08-01,"17:48:12","excelente servicio cieo dato cosa di datos bancarios pues uso comun cuenta digital utilizo mas ahi llegando transferencias adjunto evidencia","2023_08","2023"
2023-08-01,"14:15:42","quedo solucionado gracias","2023_08","2023"
2023-08-01,"04:41:41","recomiendo x","2023_08","2023"
2023-08-02,"16:57:52","gracias respondi mensaje","2023_08","2023"
2023-08-02,"04:21:34","estaria super","2023_08","2023"
2023-08-04,"23:36:52","facil abre cuenta bancaria nuevos bancos digitales recomiendo mas integrado sistema bancario simplemente fintech","2023_08","2023"
2023-08-04,"00:38:53","recuerdo creo rapido","2023_08","2023"
2023-08-05,"23:09:34","hola buenas tardes ayudan confirmar monto maximo transferir cuenta puedo modificar limites favor gracias","2023_08","2023"
2023-08-05,"04:58:31","gracias habia recomendado conocido daban prestamos salen entonces queria sugerirle opcion amable","2023_08","2023"
2023-08-05,"01:22:22","creo acaba llegar gracias","2023_08","2023"
2023-08-06,"23:28:23","jaja pasa mercado pago acuerdo maravilla","2023_08","2023"
2023-08-07,"22:14:52","resolvieron gran servicio cliente","2023_08","2023"
2023-08-07,"11:17:55","llego hrs espero llegado bien transferencia","2023_08","2023"
2023-08-08,"16:00:40","hice ayer saque todaa lana mejor quedo llevo tiempo problemas tambien recomiendo jalando bien clientes pagan ahi saludos","2023_08","2023"
2023-08-09,"19:43:25","hola gracias explique situacion agradezco respuesta brevedad","2023_08","2023"
2023-08-09,"15:05:31","escribi ahi ayer pelaron","2023_08","2023"
2023-08-10,"00:03:09","hoy primer dia regreso vida oficina mil gracias ","2023_08","2023"
2023-08-12,"18:47:40","fin toco boletodorado ganador senti charlie fabrica chocolates camara faltan heypoints xbox","2023_08","2023"
2023-08-12,"05:53:54","release notes mensaje typo terjeta gusto actualizacion hicieron ver tarjetas","2023_08","2023"
2023-08-15,"21:50:22","justo paso momento final vuelve aparecer rato despues","2023_08","2023"
2023-08-18,"18:05:07","gracias ","2023_08","2023"
2023-08-18,"17:18:46","sugiero encarecidamente comunique bensonhack instagram solucionar problema relacionado cuenta ahi rapido confiable aun puedes graficarlos whatsapp ","2023_08","2023"
2023-08-19,"15:02:37","gracias respondi dm","2023_08","2023"
2023-08-22,"00:52:31","comunidarks recomendaron rappicard uso mas recompensas anualidad ademas da tarjeta dual entonces credito debito rappicard uso cosas mas especificas ej ticketmaster acepta problema","2023_08","2023"
2023-08-23,"17:41:15","quedo resuelto favorablemente queja gracias","2023_08","2023"
2023-08-25,"19:20:41","guen servicio traen siemrpe resuelven bien ","2023_08","2023"
2023-08-25,"02:12:59","resolvieron cargo reconocido tarjeta siempre dicen pueden varios dias proceso tardo semana ","2023_08","2023"
2023-08-28,"21:22:10","gracias lleno datos","2023_08","2023"
2023-08-28,"17:12:16","gracias compair ","2023_08","2023"
2023-08-30,"00:11:50","queja hablan quejas trabajan bien ","2023_08","2023"
2023-08-31,"04:02:55","recompensa total banoe llegan menos dias habiles mail","2023_08","2023"
2023-09-01,"18:06:14","felices contentos clientes hoy pudieron estrenar nuevo hogar inovaserviciosfinancieros cuauhtemocchihuahua creditos","2023_09","2023"
2023-09-01,"16:25:34","perfecto pude entrar app segun dispositivo compatible aunque mas recientes samsung prefiero cambiar cambiar equipo hola saludos","2023_09","2023"
2023-09-01,"00:51:39","bien padre","2023_09","2023"
2023-09-04,"19:50:21","aplausos equipo ","2023_09","2023"
2023-09-05,"23:52:00","quisiera saber puedo acreedor tarjeta credito tradicional debido llevo mas seis meses uso garantizada mejorado historial significativamente","2023_09","2023"
2023-09-05,"19:25:28","jajaja","2023_09","2023"
2023-09-05,"03:39:27","implementado chatbot interesante llamado heygpt resuelve dudas productos sorprendio bastante creo gran avance mejorar experiencia atencion clientes aca cuento","2023_09","2023"
2023-09-05,"02:53:41","uso siempre resuelven rapido mil veces mas rapido vs banamex haha","2023_09","2023"
2023-09-10,"21:18:12","salido buena","2023_09","2023"
2023-09-12,"22:40:28","gracias","2023_09","2023"
2023-09-12,"02:35:10","chulada cuenta buenos rendimientos aplicacion funcionando comisiones ninguna especie necesito ninguna institucion nunca cambien ehhh asi empezo klar cumplio ","2023_09","2023"
2023-09-13,"23:20:30","feliz dia programador trabajo esencial funcionamiento sociedad actual traemos datos impoantes dia profesion heybancomedia diadelprogramador programadores","2023_09","2023"
2023-09-13,"20:45:41","hola gracias conteste via dm","2023_09","2023"
2023-09-13,"20:32:13","solucionado gracias","2023_09","2023"
2023-09-13,"16:02:39","ayuda","2023_09","2023"
2023-09-14,"23:17:46","horas venus todavia estan tiempo ","2023_09","2023"
2023-09-14,"15:38:55","inviee cuestion minutos celular obten ganancias semana conoce hacer crecer dinero inv","2023_09","2023"
2023-09-15,"21:23:57","sirvio actualizar version android mas reciente abre","2023_09","2023"
2023-09-15,"16:46:03","gracias justo funciono","2023_09","2023"
2023-09-16,"23:38:12","elimine cache ajustes app funciono","2023_09","2023"
2023-09-16,"23:23:44","funciono gracias","2023_09","2023"
2023-09-16,"20:21:53","entren ajustes app borren cache funciona","2023_09","2023"
2023-09-16,"05:17:38","funciono","2023_09","2023"
2023-09-16,"04:56:18","gracias quedo resuelto ","2023_09","2023"
2023-09-16,"03:28:28","gracias intentare ","2023_09","2023"
2023-09-17,"23:18:02","gracias tambien funciono reiniciando ","2023_09","2023"
2023-09-17,"15:24:56","qiedo resuelto gracias","2023_09","2023"
2023-09-18,"22:22:18","funciono gracias mejor cuenta oficial","2023_09","2023"
2023-09-18,"18:10:10","gracias informacion sirvio poder acceder aplicacion deberian publicar solucion redes usuarios puedan solucionarlo","2023_09","2023"
2023-09-19,"18:10:58","confirmo hoy septiembre funciona gracias","2023_09","2023"
2023-09-19,"17:56:50","colonia mas bonita cool latinoamerica esperando descubre jonnah moreno increibles recintos disfruta increible belleza heymedia heydelocal guadalajara","2023_09","2023"
2023-09-19,"17:55:31","lugar perfecto sentae trabajar tomas delicioso cafe despues ir joya literatura segunda mano descubre jonnah moreno lugares secretos colonia americana heymedia heydelocal guadalajara","2023_09","2023"
2023-09-19,"17:52:22","cafeterias arquitectura unica bonitos pisos jonnah moreno muestra cara mas apacible colonia americana considerada mas bonita latinoamerica heymedia heydelocal guadalajara","2023_09","2023"
2023-09-19,"16:43:55","gracias mandar actualizacion v app android aplicacion funciona nuevamente tras dias muea varios gracias","2023_09","2023"
2023-09-19,"05:21:53","exacto normal","2023_09","2023"
2023-09-20,"22:28:33","listo gracias ","2023_09","2023"
2023-09-20,"20:42:03","hoy restablecio aplicacion gracias","2023_09","2023"
2023-09-20,"02:42:16","x problema","2023_09","2023"
2023-09-20,"02:09:44","gracias respuesta pude habilitar app","2023_09","2023"
2023-09-22,"22:00:52","nunca fallado contrario mas estables","2023_09","2023"
2023-09-23,"17:15:22","gracias deberia informacion privada mejoren saludos","2023_09","2023"
2023-09-24,"15:49:15","puedo pedir tarjeta perder datos anteriores gracias","2023_09","2023"
2023-09-26,"23:06:29","siempre recomendando llevo meses tarjeta regresar banamex sera solucion","2023_09","2023"
2023-09-26,"22:30:41","hola agradecer publicamente atencion recibida momento mencionar recibi productos solicitado tienda shop gracias","2023_09","2023"
2023-09-26,"18:47:23","envie","2023_09","2023"
2023-09-27,"19:00:56","gracias amo ","2023_09","2023"
2023-09-28,"00:50:29","increible alturas ir activar netkey movil sucursal cambias telefono aprender comprometer seguridad simple rapido misma app","2023_09","2023"
2023-09-30,"05:35:34","sigo pensando gran producto","2023_09","2023"
2023-10-02,"19:50:21","gracias","2023_10","2023"
2023-10-03,"23:23:14","tambien quiero ","2023_10","2023"
2023-10-03,"18:33:09","gracias acabo escribir","2023_10","2023"
2023-10-05,"16:30:02","azteca bien tambien padre manejo","2023_10","2023"
2023-10-06,"21:54:50","hora buena jorge persona reconocida gremio mielero reputacion vale","2023_10","2023"
2023-10-11,"03:04:58"," orale cool ofrece informacion finanzas personales aplicacion habra darle opounidad podcast","2023_10","2023"
2023-10-12,"05:36:25","ganeee quieres pae fiebre puedo referir gracias","2023_10","2023"
2023-10-13,"16:37:56","gracias volvi llamar rapido","2023_10","2023"
2023-10-13,"04:04:23"," estrellas sopoe saben duo dinamico ","2023_10","2023"
2023-10-14,"22:34:37","quedo espera gracias","2023_10","2023"
2023-10-14,"11:56:33","felicidades hicieron posible","2023_10","2023"
2023-10-16,"01:22:55","gracias","2023_10","2023"
2023-10-17,"18:13:26","procedo gracias apoyo","2023_10","2023"
2023-10-18,"12:23:13","recibi ayuda fredhack telegram ayudo recuperar cuenta habilitar autenticacion dos factores cuenta realmente impresionado tambien ayudara problemas pirateria","2023_10","2023"
2023-10-19,"07:14:39","gracias conoci use hoy dejo definitivamente mio recomiendo bancos f","2023_10","2023"
2023-10-20,"23:13:05","vamos sorprender fans queremos dar mas punto elevar experiencia","2023_10","2023"
2023-10-21,"03:46:33","vamos sorprender fans queremos dar mas punto elevar experiencia","2023_10","2023"
2023-10-21,"02:21:31"," inversion","2023_10","2023"
2023-10-22,"03:12:45","vamos sorprender fans queremos dar mas punto elevar experiencia","2023_10","2023"
2023-10-23,"19:55:44","va poner bueno","2023_10","2023"
2023-10-23,"03:32:06","igual tambien sorprendi","2023_10","2023"
2023-10-23,"03:23:34","tambien","2023_10","2023"
2023-10-24,"21:07:14","deberian sorprender app funcional dias borrando instalando dura acceso util","2023_10","2023"
2023-10-24,"19:44:21","listo enviado","2023_10","2023"
2023-10-24,"08:53:57","vamos sorprender fans queremos dar mas punto elevar experiencia","2023_10","2023"
2023-10-25,"23:43:33","buena vez equivoco decia diferente bancos normales incluso apair","2023_10","2023"
2023-10-25,"23:19:19","bueno tiempo tarjeta ira cajon nunca ","2023_10","2023"
2023-10-25,"22:15:53","buena opcion","2023_10","2023"
2023-10-25,"21:43:42","bueno toda historia final adios","2023_10","2023"
2023-10-25,"21:36:59","tarjeta plata trae buen cashback deberias darle revisada","2023_10","2023"
2023-10-26,"20:20:52","spa hospitality bueno siempre agradece masajito aguantar dias festival checa beneficios abono maana prevents exclusiva tecatepalnoe ","2023_10","2023"
2023-10-26,"19:36:54","gracias envie duda","2023_10","2023"
2023-10-26,"18:51:17","ok estare pendiente gracias","2023_10","2023"
2023-10-27,"20:52:45","gracias ultimas recompensas adios vaquero bueno duro","2023_10","2023"
2023-10-27,"20:52:13","maana compramos ","2023_10","2023"
2023-10-27,"20:19:11"," gracias venta exclusiva agotada totalidad venta libre boleto tempranero tendra lugar maana octubre pair hrs","2023_10","2023"
2023-10-27,"20:08:25","gracias gracias venta tempranera tqm","2023_10","2023"
2023-10-27,"19:47:04","tecate pal noe aprovechen hoy buenos descuentos abono tempranero","2023_10","2023"
2023-10-27,"18:44:33","gracias confianza felices formes pae familia klar queremos","2023_10","2023"
2023-10-27,"18:10:40","seria mas adecuado despues costo menos meses prueba scotia tarjeta ideal despues decides","2023_10","2023"
2023-10-28,"20:57:12","gracias sigan propuestas inovadoras seguramente atraeran millones clientes marcaran despues banca mexico seguro felicitaciones paran bloquearon redes sociales genios cansan ganar","2023_10","2023"
2023-10-28,"18:56:45","bueno tiempo tarjeta ira cajon nunca ","2023_10","2023"
2023-10-28,"18:50:44","adquiri membresia mega fan salio beneficio venta exclusiva tecate","2023_10","2023"
2023-10-28,"18:50:27","cayo actualizacion gracias","2023_10","2023"
2023-10-28,"18:44:10","padrisimas nuevas membresias encontre ajusta necesidades contrate recomiendo q","2023_10","2023"
2023-10-28,"15:39:01","depositaron verdad contento servicios espero recapaciten valoren decisiones","2023_10","2023"
2023-10-28,"14:40:52","correcto","2023_10","2023"
2023-10-28,"13:35:53","parece tipo gasolinaras vip","2023_10","2023"
2023-10-28,"13:07:09","bienvenido uala gracias feedback constructivo varios temas resuelven proximos updates mudarse arquitectura bancaria facil afecta cieos procesos viene mejor gracias","2023_10","2023"
2023-10-28,"01:13:56","gracias pude comunicarme creo soluciono problema gracias ","2023_10","2023"
2023-10-29,"02:17:34","buena publicidad ","2023_10","2023"
2023-10-30,"23:34:34","estudiante idea brillante reto emprende espera paicipa gana","2023_10","2023"
2023-10-30,"21:59:22","gracias ","2023_10","2023"
2023-10-30,"21:49:32","ahorita mando correo numero telefonico contacto","2023_10","2023"
2023-10-30,"19:03:02","dale gracias","2023_10","2023"
2023-10-30,"16:28:53","checa creo potencial","2023_10","2023"
2023-10-31,"22:23:42","bien mero alcanzo ","2023_10","2023"
2023-10-31,"21:13:51","gracias confianza felices formes pae familia klar ","2023_10","2023"
2023-10-31,"18:51:34","verdaderamente interesante herramienta inversion personal seria unico tarjeta pagaria plan segun plan pagues dejas dinero dias pueden dar interes anual","2023_10","2023"
2023-10-31,"18:05:15","estan ahorros contigo gracias","2023_10","2023"
2023-10-31,"18:01:11","gracias siempre super atentos efectividad resolver dudas","2023_10","2023"
2023-10-31,"17:44:55","gracias respuesta conteste dm saludos","2023_10","2023"
2023-10-31,"15:53:03","servie","2023_10","2023"
2023-10-31,"14:25:33","estudiante idea brillante reto emprende espera paicipa gana","2023_10","2023"
2023-10-31,"03:59:10","uf buena idea pague coins","2023_10","2023"
2023-10-31,"03:53:34","mejor anualidad mensualidad ","2023_10","2023"
2023-11-01,"19:33:12","bien merecido ","2023_11","2023"
2023-11-01,"02:16:06","encanta publicidad competencia","2023_11","2023"
2023-11-02,"03:53:49","invex acelerador conviene muchisimo gastas k arriba mes ao llevo mil vuelos muchas tarjetitas uber starbies","2023_11","2023"
2023-11-02,"01:00:57","despues ver entrevista creo excelente opcion","2023_11","2023"
2023-11-02,"00:57:59","tweet agradecer rapidez resolvieron cargos reconocidos necesitaba urgentemente dinero robaron tarjeta ayudaron dias tambien cosas buenas deberian compairse gracias","2023_11","2023"
2023-11-02,"00:50:37","reflexione creo estan bien membresias","2023_11","2023"
2023-11-02,"00:14:08","meses lograron aos felicidades","2023_11","2023"
2023-11-02,"00:08:41","mejor idea clientes","2023_11","2023"
2023-11-03,"19:42:24","verdad buenos fraudes cosas asi demas bancos mega desentienden paros vida","2023_11","2023"
2023-11-03,"19:14:00","vi ademas traen primo bono primer ao anualidad da codoo edicion tarjeta rosa considerando seriamente","2023_11","2023"
2023-11-03,"18:35:36","amo amex verdad siento ninguna tratan bien cara anualidad vale toda pena seguridad ofrecen","2023_11","2023"
2023-11-03,"18:12:46","gracias novio saludo alla","2023_11","2023"
2023-11-04,"05:06:01","gracias mandiii","2023_11","2023"
2023-11-07,"18:45:40","same mejor regrese banoe compras riesgo","2023_11","2023"
2023-11-08,"22:57:26","vamos bien ","2023_11","2023"
2023-11-08,"17:43:43","amables gracias","2023_11","2023"
2023-11-08,"16:06:38","listo hice madrugada gracias","2023_11","2023"
2023-11-08,"13:58:57","excelente noticia genial necesidad pagar membresias absurdas tendra arrepentirse","2023_11","2023"
2023-11-09,"17:35:17","defiendete ","2023_11","2023"
2023-11-09,"07:54:23","rendimiento inversion subio perfectamente equilibrado","2023_11","2023"
2023-11-10,"23:36:40","sigues cliente saludos","2023_11","2023"
2023-11-10,"21:16:19","recomendada","2023_11","2023"
2023-11-10,"21:15:29","hazlo excelente opcion aos","2023_11","2023"
2023-11-10,"03:27:47","venganza","2023_11","2023"
2023-11-11,"01:11:31","leccion perros quieren cobrar dan clientes falta cashback van volver tarjeta preferida","2023_11","2023"
2023-11-14,"21:26:38","buen movimiento recuerda mantis kungfu panda agarra cuerdas puente ","2023_11","2023"
2023-11-14,"21:21:37","agree cronica avente","2023_11","2023"
2023-11-14,"18:00:50","gracias ","2023_11","2023"
2023-11-16,"16:22:08","rapido","2023_11","2023"
2023-11-17,"13:44:00","encanta tenee ","2023_11","2023"
2023-11-18,"23:34:22","gracias carnal","2023_11","2023"
2023-11-21,"21:20:08","dudo hahahahahahaha","2023_11","2023"
2023-11-23,"12:49:47","ofrece msi seria bueno ver verdad jajaja","2023_11","2023"
2023-11-25,"17:23:29","beneficios mercado mas competitivo","2023_11","2023"
2023-11-25,"16:40:17","bendita competencia bienvenido cashback asi ciento dice cancion","2023_11","2023"
2023-11-25,"15:49:20","ojo aca regresan recompensas ","2023_11","2023"
2023-11-25,"13:16:52","gracias escuchaste seguire contigo ","2023_11","2023"
2023-11-25,"11:00:45","mejor pudiste hacer amigo","2023_11","2023"
2023-11-25,"04:47:53","tsss bueno ","2023_11","2023"
2023-11-25,"04:44:46","hiciste bien tio ","2023_11","2023"
2023-11-26,"18:53:13","recomiendo tambien mexicano quiebra dientesdeburrousurero","2023_11","2023"
2023-11-26,"16:58:44","gracias respuesta estare atento saludos tio","2023_11","2023"
2023-11-27,"23:58:29","gracias soynumx nubank espero sirva aprendizaje demas plataformas quieren dinero inversionistas fyi dinnactinver uala ualamex mercadopagomex finsusapp","2023_11","2023"
2023-11-27,"09:38:19","increible atencion cliente siempre pagado tiempo plazo pago","2023_11","2023"
2023-11-28,"10:47:12","mejor","2023_11","2023"
2023-11-29,"09:13:31","uni julio resultado util transacciones linea verdad recomiendo","2023_11","2023"
2023-11-30,"10:15:52","gusta iwal mercado pago apae q super practico dinero q ahi inveido gbm genera pesitos extras","2023_11","2023"
2023-12-01,"21:23:51"," promocion clientes aprovecha compras temporada recibe recompensas efectivo list p","2023_12","2023"
2023-12-01,"16:26:31","gustaba repoaba buro credito","2023_12","2023"
2023-12-01,"08:55:31","salido luz coreo completa gusto final indio llama obra interpretan","2023_12","2023"
2023-12-02,"20:22:15","siempre recomendando llevo meses tarjeta regresar banamex sera solucion","2023_12","2023"
2023-12-02,"11:30:48","terminos condiciones favor","2023_12","2023"
2023-12-05,"15:45:46","jajajaja","2023_12","2023"
2023-12-07,"10:11:29","breve leccion economia aprende pagarle cobrar depositar tiempo luchas gazagenocide","2023_12","2023"
2023-12-07,"09:35:45"," llegan nuevos instrumentos financieros ofrecen ciento dinero adicional dia guardes dinero cobra mueves mas seis meses","2023_12","2023"
2023-12-09,"16:38:30","jamas pense quedaria despues todas mamadas estan literalmente mejor opcion fin chingada madre hsbc tremendo pedo compra pesos","2023_12","2023"
2023-12-09,"16:12:02","correcto mas preambulos","2023_12","2023"
2023-12-14,"18:55:33","aparecio buena promo contratar seguro celular","2023_12","2023"
2023-12-14,"11:19:37","canje coins tarjetas regalo amazon instantaneas llegan codigos casi ins","2023_12","2023"
2023-12-14,"10:13:06","excelente pregunta dijeron bro","2023_12","2023"
2023-12-14,"10:10:39","canje coins tarjetas regalo amazon instantaneas llegan codigos casi instante recuerdan paso meses ","2023_12","2023"
2023-12-15,"16:13:32","confirmo dia hoy cambie coins correo confirmacion viene codigo cool realizo compra ","2023_12","2023"
2023-12-17,"16:29:51","amamos recompensas ","2023_12","2023"
2023-12-17,"12:08:17","patrocine mas juegos maratondevir","2023_12","2023"
2023-12-18,"10:31:35","evalue cambiar nu debido tasa rendimiento wow gratamente sorprendida","2023_12","2023"
2023-12-19,"21:07:28","amablemente areaespecializada dio solucion r","2023_12","2023"
2023-12-22,"17:50:55","recomiendo atencion inmediata tambien abrazo felices fiestas abrazo toda familia","2023_12","2023"
2023-12-22,"17:37:53","entiendo baz transfiero credito azteca entra compra genera comision recomiendo accesible","2023_12","2023"
2023-12-22,"15:58:18","excelente gracias informacion","2023_12","2023"
2023-12-22,"11:43:33","hola pepe buenos dias atiende sofia gusto saludae podrias compair via dm mayor detalle situacion presentas aplicacion bbva mexico favor ","2023_12","2023"
2023-12-27,"09:01:38","manifestando ganarme soeo declaro abundancia","2023_12","2023"
2023-12-28,"22:25:18","hola mantenido buen historial duda hacer aumenten linea credito tdc","2023_12","2023"
2023-12-30,"09:31:05","gracias ayer atendieron rapido llamada quedo resuelto","2023_12","2023"
2024-01-01,"14:05:36","ao nuevo novedades nuevas parece ajuste anualidad pro forzado parece mejor opcion","2024_01","2024"
